address,beds,baths,area,price,zestimate,best_deal,price per sq ft,detailUrl
"1245 26th St, Ogden, UT 84401",3,1.0,1474,"$350,000",359900,-9900,237.44911804613298,https://www.zillow.com/homedetails/1245-26th-St-Ogden-UT-84401/11962983_zpid/
"644 Kershaw St, Ogden, UT 84403",3,2.0,1760,"$309,900",319791,-9891,176.07954545454547,https://www.zillow.com/homedetails/644-Kershaw-St-Ogden-UT-84403/70395727_zpid/
"1091 E 10600 S, Sandy, UT 84094",4,2.0,1976,"$450,000",459200,-9200,227.7327935222672,https://www.zillow.com/homedetails/1091-E-10600-S-Sandy-UT-84094/12922107_zpid/
"1330 W 750 S, Clearfield, UT 84015",3,2.0,1848,"$369,900",378953,-9053,200.16233766233765,https://www.zillow.com/homedetails/1330-W-750-S-Clearfield-UT-84015/12699460_zpid/
"14078 S Julien Cv, Bluffdale, UT 84065",3,3.0,1475,"$399,900",408700,-8800,271.1186440677966,https://www.zillow.com/homedetails/14078-S-Julien-Cv-Bluffdale-UT-84065/67699513_zpid/
"1381 S 500 E, Kaysville, UT 84037",5,3.0,2039,"$560,000",568674,-8674,274.6444335458558,https://www.zillow.com/homedetails/1381-S-500-E-Kaysville-UT-84037/12681073_zpid/
"553 W 2125 N, West Bountiful, UT 84087",5,2.0,2599,"$510,000",516900,-6900,196.22931896883418,https://www.zillow.com/homedetails/553-W-2125-N-West-Bountiful-UT-84087/12674075_zpid/
"307 Bella Vida Dr, North Salt Lake, UT 84054",5,3.0,2904,"$650,000",656900,-6900,223.82920110192836,https://www.zillow.com/homedetails/307-Bella-Vida-Dr-North-Salt-Lake-UT-84054/116209638_zpid/
"954 E 300 S, Provo, UT 84606",3,2.0,1258,"$400,000",406800,-6800,317.9650238473768,https://www.zillow.com/homedetails/954-E-300-S-Provo-UT-84606/11956283_zpid/
"754 S 1650 E APT D, Clearfield, UT 84015",2,2.0,1070,"$250,000",256666,-6666,233.6448598130841,https://www.zillow.com/homedetails/754-S-1650-E-APT-D-Clearfield-UT-84015/12682722_zpid/
"4406 S 2900 W, Roy, UT 84067",3,2.0,2100,"$410,000",416300,-6300,195.23809523809524,https://www.zillow.com/homedetails/4406-S-2900-W-Roy-UT-84067/11981044_zpid/
"821 E Downington Ave, Salt Lake City, UT 84105",3,2.0,2111,"$645,000",650900,-5900,305.54239696826147,https://www.zillow.com/homedetails/821-E-Downington-Ave-Salt-Lake-City-UT-84105/12770410_zpid/
"523 W Regal View Dr S, Saratoga Springs, UT 84045",4,3.0,3454,"$649,000",654800,-5800,187.89808917197453,https://www.zillow.com/homedetails/523-W-Regal-View-Dr-S-Saratoga-Springs-UT-84045/2067728429_zpid/
"2261 S Browning Dr, Saratoga Springs, UT 84045",7,4.0,4540,"$684,999",690720,-5721,150.8808370044053,https://www.zillow.com/homedetails/2261-S-Browning-Dr-Saratoga-Springs-UT-84045/79767725_zpid/
"378 N Main St, Kamas, UT 84036",2,1.0,1152,"$440,000",444800,-4800,381.94444444444446,https://www.zillow.com/homedetails/378-N-Main-St-Kamas-UT-84036/68842718_zpid/
"4714 S Woodduck Ln, Salt Lake City, UT 84117",2,3.0,1208,"$349,800",354300,-4500,289.56953642384104,https://www.zillow.com/homedetails/4714-S-Woodduck-Ln-Salt-Lake-City-UT-84117/12858095_zpid/
"8400 S 4000 W TRAILER 80, West Jordan, UT 84088",3,2.0,1300,"$160,000",164200,-4200,123.07692307692308,https://www.zillow.com/homedetails/8400-S-4000-W-TRAILER-80-West-Jordan-UT-84088/2082614475_zpid/
"1119 W 4300 S UNIT 33C, Taylorsville, UT 84123",2,1.0,894,"$269,999",273800,-3801,302.0123042505593,https://www.zillow.com/homedetails/1119-W-4300-S-UNIT-33C-Taylorsville-UT-84123/12809754_zpid/
"124 W 5050 S, Ogden, UT 84405",4,2.0,1862,"$354,900",358617,-3717,190.6015037593985,https://www.zillow.com/homedetails/124-W-5050-S-Ogden-UT-84405/11979824_zpid/
"86 Bryner St, Helper, UT 84526",3,2.0,1678,"$237,500",240905,-3405,141.53754469606676,https://www.zillow.com/homedetails/86-Bryner-St-Helper-UT-84526/108146941_zpid/
"450 E Utah Ave, Payson, UT 84651",4,2.0,2028,"$350,000",353365,-3365,172.58382642998026,https://www.zillow.com/homedetails/450-E-Utah-Ave-Payson-UT-84651/11892234_zpid/
"1816 W Homestead Farms Ln APT 4, West Valley City, UT 84119",3,3.0,1333,"$320,000",322900,-2900,240.06001500375095,https://www.zillow.com/homedetails/1816-W-Homestead-Farms-Ln-APT-4-West-Valley-City-UT-84119/2067746358_zpid/
"6991 W Herdan Cir #91, West Valley City, UT 84128",3,2.0,1100,"$95,000",97500,-2500,86.36363636363636,https://www.zillow.com/homedetails/6991-W-Herdan-Cir-91-West-Valley-City-UT-84128/2061480029_zpid/
"10 W 1470 S, Farmington, UT 84025",4,1.0,1639,"$350,000",351699,-1699,213.54484441732765,https://www.zillow.com/homedetails/10-W-1470-S-Farmington-UT-84025/12678624_zpid/
"1055 W 180 N, Orem, UT 84057",4,2.0,1969,"$449,900",451400,-1500,228.49162011173183,https://www.zillow.com/homedetails/1055-W-180-N-Orem-UT-84057/11924179_zpid/
"281 E 950 S, Payson, UT 84651",3,2.0,1350,"$319,900",321400,-1500,236.96296296296296,https://www.zillow.com/homedetails/281-E-950-S-Payson-UT-84651/65204308_zpid/
"819 S 690 W, Tooele, UT 84074",5,2.0,1940,"$394,000",395003,-1003,203.09278350515464,https://www.zillow.com/homedetails/819-S-690-W-Tooele-UT-84074/68861951_zpid/
"120 Woodland Pl, Park City, UT 84098",4,3.0,1603,"$895,000",895700,-700,558.3281347473487,https://www.zillow.com/homedetails/120-Woodland-Pl-Park-City-UT-84098/68843500_zpid/
"1207 E Fenway Ave, Salt Lake City, UT 84102",3,3.0,1944,"$665,000",665700,-700,342.0781893004115,https://www.zillow.com/homedetails/1207-E-Fenway-Ave-Salt-Lake-City-UT-84102/12755383_zpid/
"607 N 200 W, Heber, UT 84032",2,2.0,1722,"$459,000",459700,-700,266.55052264808364,https://www.zillow.com/homedetails/607-N-200-W-Heber-UT-84032/75935221_zpid/
"5650 W Braemar Ct, West Valley, UT 84128",3,3.0,1726,"$353,900",354500,-600,205.04055619930475,https://www.zillow.com/homedetails/5650-W-Braemar-Ct-West-Valley-UT-84128/12724473_zpid/
"2601 S 8990 W, Magna, UT 84044",2,1.0,1118,"$299,000",299300,-300,267.4418604651163,https://www.zillow.com/homedetails/2601-S-8990-W-Magna-UT-84044/97756153_zpid/
"35 Park Ave, Tooele, UT 84074",2,1.0,1026,"$230,000",230300,-300,224.17153996101365,https://www.zillow.com/homedetails/35-Park-Ave-Tooele-UT-84074/68859136_zpid/
"1088 E 5235 S, Salt Lake City, UT 84117",3,2.0,1680,"$529,000",529296,-296,314.8809523809524,https://www.zillow.com/homedetails/1088-E-5235-S-Salt-Lake-City-UT-84117/12858895_zpid/
"1993 W Celia Way, Layton, UT 84041",4,2.0,1950,"$399,900",400105,-205,205.07692307692307,https://www.zillow.com/homedetails/1993-W-Celia-Way-Layton-UT-84041/12688235_zpid/
"472 Pioneer Ave, Tooele, UT 84074",4,2.0,2160,"$340,000",340200,-200,157.40740740740742,https://www.zillow.com/homedetails/472-Pioneer-Ave-Tooele-UT-84074/68861094_zpid/
"1070 E Hunter Ln, Eagle Mountain, UT 84005",6,3.0,2490,"$539,900",540003,-103,216.8273092369478,https://www.zillow.com/homedetails/1070-E-Hunter-Ln-Eagle-Mountain-UT-84005/124443415_zpid/
"1228 S 2700 E, Spanish Fork, UT 84660",5,3.0,2322,"$524,800",524902,-102,226.0120585701981,https://www.zillow.com/homedetails/1228-S-2700-E-Spanish-Fork-UT-84660/11916938_zpid/
"497 E Tonalea Dr, Salt Lake City, UT 84107",2,2.0,1140,"$335,000",335101,-101,293.859649122807,https://www.zillow.com/homedetails/497-E-Tonalea-Dr-Salt-Lake-City-UT-84107/12866535_zpid/
"4385 S 4000 W, Delta, UT 84624",4,2.0,1659,"$349,000",349100,-100,210.3676913803496,https://www.zillow.com/homedetails/4385-S-4000-W-Delta-UT-84624/194621696_zpid/
"967 E Yale Ave, Salt Lake City, UT 84105",4,2.0,2332,"$775,000",775006,-6,332.3327615780446,https://www.zillow.com/homedetails/967-E-Yale-Ave-Salt-Lake-City-UT-84105/12759413_zpid/
"11632 S Scare Crow Ct, South Jordan, UT 84009",5,3.0,2806,"$667,900",667906,-6,238.0256593014968,https://www.zillow.com/homedetails/11632-S-Scare-Crow-Ct-South-Jordan-UT-84009/35981518_zpid/
"594 W 1870 S, Payson, UT 84651",3,2.0,3468,"$595,000",595005,-5,171.5686274509804,https://www.zillow.com/homedetails/594-W-1870-S-Payson-UT-84651/333095164_zpid/
"3271 E 3900 S, Salt Lake City, UT 84124",4,2.0,2016,"$699,000",699004,-4,346.7261904761905,https://www.zillow.com/homedetails/3271-E-3900-S-Salt-Lake-City-UT-84124/12796089_zpid/
"5237 W Freeman Peak Cir, Herriman, UT 84096",5,3.0,3372,"$675,000",675004,-4,200.1779359430605,https://www.zillow.com/homedetails/5237-W-Freeman-Peak-Cir-Herriman-UT-84096/61172656_zpid/
"1026 E Searle Ln, Eagle Mountain, UT 84005",5,3.0,2872,"$575,000",575004,-4,200.20891364902508,https://www.zillow.com/homedetails/1026-E-Searle-Ln-Eagle-Mountain-UT-84005/190427788_zpid/
"4638 E Brookwood Dr, Eagle Mountain, UT 84005",4,3.0,3518,"$550,000",550004,-4,156.33882888004547,https://www.zillow.com/homedetails/4638-E-Brookwood-Dr-Eagle-Mountain-UT-84005/122540883_zpid/
"3758 E Gullane Rd, Eagle Mountain, UT 84005",4,4.0,2587,"$500,000",500003,-3,193.2740626207963,https://www.zillow.com/homedetails/3758-E-Gullane-Rd-Eagle-Mountain-UT-84005/82730160_zpid/
"2190 N Aspen Dr, Scofield, UT 84526",4,2.0,2423,"$599,900",599903,-3,247.58563763929013,https://www.zillow.com/homedetails/2190-N-Aspen-Dr-Scofield-UT-84526/336863035_zpid/
"4130 E Dakota Dr, Eagle Mountain, UT 84005",6,4.0,3305,"$620,000",620003,-3,187.5945537065053,https://www.zillow.com/homedetails/4130-E-Dakota-Dr-Eagle-Mountain-UT-84005/190523647_zpid/
"2107 S Dakota Ave, Provo, UT 84606",5,2.0,1800,"$415,000",415003,-3,230.55555555555554,https://www.zillow.com/homedetails/2107-S-Dakota-Ave-Provo-UT-84606/11913778_zpid/
"356 E Bayside Dr, Saratoga Springs, UT 84045",3,3.0,2733,"$425,000",425002,-2,155.50676911818513,https://www.zillow.com/homedetails/356-E-Bayside-Dr-Saratoga-Springs-UT-84045/2061508992_zpid/
"1568 N Catagena Pkwy, Saratoga Springs, UT 84045",3,3.0,2172,"$394,000",394002,-2,181.39963167587476,https://www.zillow.com/homedetails/1568-N-Catagena-Pkwy-Saratoga-Springs-UT-84045/89197425_zpid/
"2008 E Creek Rd, Sandy, UT 84093",4,3.0,3288,"$550,000",550002,-2,167.27493917274938,https://www.zillow.com/homedetails/2008-E-Creek-Rd-Sandy-UT-84093/12884738_zpid/
"837 S Greenridge Ave, Payson, UT 84651",4,3.0,2760,"$460,000",460002,-2,166.66666666666666,https://www.zillow.com/homedetails/837-S-Greenridge-Ave-Payson-UT-84651/11925460_zpid/
"247 N 200 E, Provo, UT 84606",3,2.0,1757,"$529,900",529902,-2,301.59362549800795,https://www.zillow.com/homedetails/247-N-200-E-Provo-UT-84606/11888917_zpid/
"2476 E 3225 S, Salt Lake City, UT 84109",4,2.0,2218,"$650,000",650002,-2,293.0568079350766,https://www.zillow.com/homedetails/2476-E-3225-S-Salt-Lake-City-UT-84109/12783290_zpid/
"8889 E Soldier Dr, Heber City, UT 84032",3,2.0,2450,"$400,000",400002,-2,163.26530612244898,https://www.zillow.com/homedetails/8889-E-Soldier-Dr-Heber-City-UT-84032/245489762_zpid/
"16096 S Truss Dr, Bluffdale, UT 84065",3,3.0,2331,"$520,000",520002,-2,223.08022308022308,https://www.zillow.com/homedetails/16096-S-Truss-Dr-Bluffdale-UT-84065/337868708_zpid/
"555 N 100 W, Spanish Fork, UT 84660",4,2.0,1552,"$399,000",399002,-2,257.08762886597935,https://www.zillow.com/homedetails/555-N-100-W-Spanish-Fork-UT-84660/11891344_zpid/
"2761 W 8200 S, West Jordan, UT 84088",4,4.0,2713,"$635,000",635002,-2,234.05823811279026,https://www.zillow.com/homedetails/2761-W-8200-S-West-Jordan-UT-84088/251207748_zpid/
"1128 W 2050 S, Syracuse, UT 84075",3,3.0,1410,"$385,000",385002,-2,273.0496453900709,https://www.zillow.com/homedetails/1128-W-2050-S-Syracuse-UT-84075/119113519_zpid/
"1441 E Sherman Ave, Salt Lake City, UT 84105",3,2.0,2544,"$739,000",739002,-2,290.4874213836478,https://www.zillow.com/homedetails/1441-E-Sherman-Ave-Salt-Lake-City-UT-84105/12761319_zpid/
"7519 S Stone Rd, Salt Lake City, UT 84121",4,2.0,2368,"$725,000",725002,-2,306.1655405405405,https://www.zillow.com/homedetails/7519-S-Stone-Rd-Salt-Lake-City-UT-84121/12875205_zpid/
"947 N 1125 W, Layton, UT 84041",3,3.0,1368,"$323,000",323002,-2,236.11111111111111,https://www.zillow.com/homedetails/947-N-1125-W-Layton-UT-84041/68447293_zpid/
"4118 N 900 W, Pleasant Grove, UT 84062",4,4.0,2717,"$599,900",599902,-2,220.794994479205,https://www.zillow.com/homedetails/4118-N-900-W-Pleasant-Grove-UT-84062/11897014_zpid/
"360 E 800 N, Spanish Fork, UT 84660",3,1.0,1560,"$369,000",369001,-1,236.53846153846155,https://www.zillow.com/homedetails/360-E-800-N-Spanish-Fork-UT-84660/11891721_zpid/
"46 E 300 S, Pleasant Grove, UT 84062",3,2.0,2600,"$440,000",440001,-1,169.23076923076923,https://www.zillow.com/homedetails/46-E-300-S-Pleasant-Grove-UT-84062/11886690_zpid/
"615 W Circle Cv, Lehi, UT 84043",3,3.0,1600,"$445,000",445001,-1,278.125,https://www.zillow.com/homedetails/615-W-Circle-Cv-Lehi-UT-84043/55717757_zpid/
"5550 S Willow Ln APT D, Murray, UT 84107",2,1.0,822,"$279,000",279001,-1,339.4160583941606,https://www.zillow.com/homedetails/5550-S-Willow-Ln-APT-D-Murray-UT-84107/12866696_zpid/
"3677 W Newland Loop, Lehi, UT 84043",5,3.0,2988,"$520,000",520001,-1,174.02945113788488,https://www.zillow.com/homedetails/3677-W-Newland-Loop-Lehi-UT-84043/60185278_zpid/
"452 N 1100 W, Salt Lake City, UT 84116",2,1.0,780,"$295,000",295001,-1,378.20512820512823,https://www.zillow.com/homedetails/452-N-1100-W-Salt-Lake-City-UT-84116/12714829_zpid/
"4566 W 5335 S, Kearns, UT 84118",3,1.0,1002,"$355,000",355001,-1,354.2914171656687,https://www.zillow.com/homedetails/4566-W-5335-S-Kearns-UT-84118/12817910_zpid/
"1359 W Lucerne Dr, Midway, UT 84049",3,2.0,1133,"$497,000",497001,-1,438.6584289496911,https://www.zillow.com/homedetails/1359-W-Lucerne-Dr-Midway-UT-84049/2072350384_zpid/
"553 E 100 N, Payson, UT 84651",3,2.0,1358,"$359,000",359001,-1,264.35935198821795,https://www.zillow.com/homedetails/553-E-100-N-Payson-UT-84651/11892746_zpid/
"178 N Church St, Cedar Fort, UT 84013",5,3.0,2600,"$399,000",399001,-1,153.46153846153845,https://www.zillow.com/homedetails/178-N-Church-St-Cedar-Fort-UT-84013/11894683_zpid/
"4155 W Sage Rd N, Cedar Hills, UT 84062",3,2.0,2322,"$479,900",479901,-1,206.67527993109388,https://www.zillow.com/homedetails/4155-W-Sage-Rd-N-Cedar-Hills-UT-84062/11912677_zpid/
"2146 E 1760 S, Spanish Fork, UT 84660",6,4.0,3208,"$567,000",567001,-1,176.74563591022445,https://www.zillow.com/homedetails/2146-E-1760-S-Spanish-Fork-UT-84660/60845671_zpid/
"319 W Lariat Blvd, Saratoga Springs, UT 84045",7,3.0,3158,"$615,000",615001,-1,194.74350854971502,https://www.zillow.com/homedetails/319-W-Lariat-Blvd-Saratoga-Springs-UT-84045/118958414_zpid/
"1859 W 800 N, Pleasant Grove, UT 84062",3,2.0,1269,"$325,000",325001,-1,256.107171000788,https://www.zillow.com/homedetails/1859-W-800-N-Pleasant-Grove-UT-84062/11929067_zpid/
"8007 S Main St, Midvale, UT 84047",3,1.0,1206,"$332,000",332001,-1,275.2902155887231,https://www.zillow.com/homedetails/8007-S-Main-St-Midvale-UT-84047/12847508_zpid/
"249 Barbara St, Layton, UT 84041",3,2.0,1060,"$335,000",335001,-1,316.0377358490566,https://www.zillow.com/homedetails/249-Barbara-St-Layton-UT-84041/12689277_zpid/
"584 S 2250 W, Pleasant Grove, UT 84062",3,3.0,1629,"$499,999",500000,-1,306.9361571516268,https://www.zillow.com/homedetails/584-S-2250-W-Pleasant-Grove-UT-84062/124444504_zpid/
"465 E 245th St S, Springville, UT 84663",4,2.0,1976,"$435,000",435000,0,220.1417004048583,https://www.zillow.com/homedetails/465-E-245th-St-S-Springville-UT-84663/2067416766_zpid/
"2632 W Rim Rock Dr, Stockton, UT 84071",3,2.0,3152,"$600,000",600000,0,190.35532994923858,https://www.zillow.com/homedetails/2632-W-Rim-Rock-Dr-Stockton-UT-84071/68867879_zpid/
"461 N 1235 W, Orem, UT 84057",3,3.0,2116,"$415,000",415000,0,196.12476370510396,https://www.zillow.com/homedetails/461-N-1235-W-Orem-UT-84057/68908360_zpid/
"3061 W Steed Dr, Syracuse, UT 84075",6,3.0,3510,"$749,900",749900,0,213.64672364672364,https://www.zillow.com/homedetails/3061-W-Steed-Dr-Syracuse-UT-84075/304692429_zpid/
"2926 E Casto Ln, Holladay, UT 84117",4,2.0,2299,"$699,000",699000,0,304.0452370595911,https://www.zillow.com/homedetails/2926-E-Casto-Ln-Holladay-UT-84117/52836351_zpid/
"428 W 1300 N, Sunset, UT 84015",3,2.0,1715,"$359,000",359000,0,209.32944606413994,https://www.zillow.com/homedetails/428-W-1300-N-Sunset-UT-84015/12704759_zpid/
"5013 Saguaro Dr, West Jordan, UT 84081",4,2.0,2070,"$300,000",300000,0,144.92753623188406,https://www.zillow.com/homedetails/5013-Saguaro-Dr-West-Jordan-UT-84081/2067134364_zpid/
"1535 W 2750 S, Syracuse, UT 84075",6,3.0,2964,"$495,000",495000,0,167.00404858299595,https://www.zillow.com/homedetails/1535-W-2750-S-Syracuse-UT-84075/68447579_zpid/
"233 S Majestic Meadows Dr, Payson, UT 84651",3,2.0,1082,"$299,900",299900,0,277.17190388170053,https://www.zillow.com/homedetails/233-S-Majestic-Meadows-Dr-Payson-UT-84651/11937559_zpid/
"546 E 100th St N, Springville, UT 84663",3,1.0,1258,"$369,900",369900,0,294.0381558028617,https://www.zillow.com/homedetails/546-E-100th-St-N-Springville-UT-84663/2067818004_zpid/
"393 W 400 N APT 33, Bountiful, UT 84010",3,3.0,2335,"$320,000",320000,0,137.04496788008566,https://www.zillow.com/homedetails/393-W-400-N-APT-33-Bountiful-UT-84010/12666018_zpid/
"3182 S Park Commons Way, West Valley, UT 84120",1,2.0,1330,"$375,000",375000,0,281.9548872180451,https://www.zillow.com/homedetails/3182-S-Park-Commons-Way-West-Valley-UT-84120/61166699_zpid/
"1368 W 450 S, Syracuse, UT 84075",7,4.0,4031,"$705,000",705000,0,174.89456710493673,https://www.zillow.com/homedetails/1368-W-450-S-Syracuse-UT-84075/305072036_zpid/
"296 W Casi Way, Saratoga Springs, UT 84045",4,3.0,2016,"$459,900",459900,0,228.125,https://www.zillow.com/homedetails/296-W-Casi-Way-Saratoga-Springs-UT-84045/11933323_zpid/
"3707 S Panorama Dr, Saratoga Springs, UT 84045",4,3.0,3172,"$579,500",579500,0,182.69230769230768,https://www.zillow.com/homedetails/3707-S-Panorama-Dr-Saratoga-Springs-UT-84045/68831618_zpid/
"3695 W Holbrook Way, Lehi, UT 84043",3,3.0,2607,"$549,900",549900,0,210.93210586881472,https://www.zillow.com/homedetails/3695-W-Holbrook-Way-Lehi-UT-84043/333091589_zpid/
"1197 W 1050 S, Springville, UT 84663",4,3.0,2282,"$559,999",559999,0,245.39833479404032,https://www.zillow.com/homedetails/1197-W-1050-S-Springville-UT-84663/333090329_zpid/
"205 S Talbot Dr, Layton, UT 84041",4,2.0,1863,"$478,000",478000,0,256.57541599570584,https://www.zillow.com/homedetails/205-S-Talbot-Dr-Layton-UT-84041/12693034_zpid/
"633 Little Rock Dr, Santaquin, UT 84655",3,2.0,2172,"$399,999",399999,0,184.16160220994476,https://www.zillow.com/homedetails/633-Little-Rock-Dr-Santaquin-UT-84655/190523826_zpid/
"2090 N 300 W, Sunset, UT 84015",3,2.0,1982,"$385,000",385000,0,194.24823410696266,https://www.zillow.com/homedetails/2090-N-300-W-Sunset-UT-84015/89453806_zpid/
"4288 S Holloway Dr, Holladay, UT 84124",4,3.0,3238,"$1,099,000",1099000,0,339.4070413835701,https://www.zillow.com/homedetails/4288-S-Holloway-Dr-Holladay-UT-84124/12853338_zpid/
"7811 N Windhover Rd, Eagle Mountain, UT 84005",4,3.0,1566,"$439,900",439900,0,280.9067688378033,https://www.zillow.com/homedetails/7811-N-Windhover-Rd-Eagle-Mountain-UT-84005/11918991_zpid/
"121 E 700 N, Spanish Fork, UT 84660",4,2.0,1680,"$415,000",415000,0,247.02380952380952,https://www.zillow.com/homedetails/121-E-700-N-Spanish-Fork-UT-84660/11891682_zpid/
"652 W 800 N APT 66, Clinton, UT 84015",3,2.0,1216,"$319,000",319000,0,262.3355263157895,https://www.zillow.com/homedetails/652-W-800-N-APT-66-Clinton-UT-84015/68451594_zpid/
"290 S 100 W, Goshen, UT 84633",2,2.0,1720,"$404,900",404900,0,235.40697674418604,https://www.zillow.com/homedetails/290-S-100-W-Goshen-UT-84633/63227192_zpid/
"331 W 200 N, Delta, UT 84624",5,3.0,3030,"$345,000",345000,0,113.86138613861387,https://www.zillow.com/homedetails/331-W-200-N-Delta-UT-84624/114685790_zpid/
"598 S 300 W, Heber, UT 84032",4,3.0,2443,"$565,000",565000,0,231.27302496930005,https://www.zillow.com/homedetails/598-S-300-W-Heber-UT-84032/75933514_zpid/
"1608 E 925 S, Clearfield, UT 84015",5,3.0,2746,"$490,000",490000,0,178.44136926438455,https://www.zillow.com/homedetails/1608-E-925-S-Clearfield-UT-84015/122957539_zpid/
"61 Kearl St, Grantsville, UT 84029",3,1.0,2483,"$359,900",359900,0,144.94563028594442,https://www.zillow.com/homedetails/61-Kearl-St-Grantsville-UT-84029/68856550_zpid/
"374 Palamino Way, Grantsville, UT 84029",3,2.0,2288,"$425,000",425000,0,185.75174825174824,https://www.zillow.com/homedetails/374-Palamino-Way-Grantsville-UT-84029/68864483_zpid/
"997 E 40th St N, Springville, UT 84663",3,1.0,936,"$370,000",370000,0,395.2991452991453,https://www.zillow.com/homedetails/997-E-40th-St-N-Springville-UT-84663/2067513646_zpid/
"449 S 680 E, American Fork, UT 84003",4,4.0,1978,"$524,900",524900,0,265.3690596562184,https://www.zillow.com/homedetails/449-S-680-E-American-Fork-UT-84003/306583904_zpid/
"685 S Clearwater Falls Dr, Layton, UT 84041",4,3.0,2273,"$399,900",399900,0,175.93488781346238,https://www.zillow.com/homedetails/685-S-Clearwater-Falls-Dr-Layton-UT-84041/83226543_zpid/
"677 W 700 S, Tooele, UT 84074",4,2.0,1950,"$399,900",399900,0,205.07692307692307,https://www.zillow.com/homedetails/677-W-700-S-Tooele-UT-84074/68863755_zpid/
"785 S 400 E, Price, UT 84501",3,2.0,1364,"$120,000",120000,0,87.97653958944281,https://www.zillow.com/homedetails/785-S-400-E-Price-UT-84501/113614217_zpid/
"5153 W Alpen Glow Ct, Herriman, UT 84096",6,2.0,2832,"$659,900",659900,0,233.01553672316385,https://www.zillow.com/homedetails/5153-W-Alpen-Glow-Ct-Herriman-UT-84096/59692165_zpid/
"691 S 100 E, Payson, UT 84651",4,2.0,1325,"$419,900",419900,0,316.9056603773585,https://www.zillow.com/homedetails/691-S-100-E-Payson-UT-84651/2087908223_zpid/
"390 E 400 N, Spanish Fork, UT 84660",3,2.0,1393,"$370,000",369900,100,265.6137832017229,https://www.zillow.com/homedetails/390-E-400-N-Spanish-Fork-UT-84660/11891127_zpid/
"623 W Marie Way, Saratoga Springs, UT 84045",6,3.0,2844,"$530,000",529800,200,186.35724331926863,https://www.zillow.com/homedetails/623-W-Marie-Way-Saratoga-Springs-UT-84045/104436685_zpid/
"791 E Gables St, Midvale, UT 84047",3,3.0,2050,"$394,900",394700,200,192.6341463414634,https://www.zillow.com/homedetails/791-E-Gables-St-Midvale-UT-84047/12878421_zpid/
"362 Stone Hollow Dr, Santaquin, UT 84655",5,3.0,3185,"$579,900",579600,300,182.07221350078493,https://www.zillow.com/homedetails/362-Stone-Hollow-Dr-Santaquin-UT-84655/306579941_zpid/
"890 E 1000 S, Clearfield, UT 84015",4,1.0,1560,"$349,900",349600,300,224.2948717948718,https://www.zillow.com/homedetails/890-E-1000-S-Clearfield-UT-84015/12700095_zpid/
"5820 W Premier Ln, Herriman, UT 84096",5,3.0,2190,"$589,900",589400,500,269.3607305936073,https://www.zillow.com/homedetails/5820-W-Premier-Ln-Herriman-UT-84096/12933728_zpid/
"2042 S 275 E, Clearfield, UT 84015",5,4.0,2958,"$555,000",554400,600,187.6267748478702,https://www.zillow.com/homedetails/2042-S-275-E-Clearfield-UT-84015/68450962_zpid/
"2122 N 350 W, Sunset, UT 84015",5,2.0,2150,"$409,000",408300,700,190.2325581395349,https://www.zillow.com/homedetails/2122-N-350-W-Sunset-UT-84015/12704013_zpid/
"2869 Jackson Ave, Ogden, UT 84403",4,2.0,1670,"$329,000",327987,1013,197.00598802395209,https://www.zillow.com/homedetails/2869-Jackson-Ave-Ogden-UT-84403/11962594_zpid/
"34 E 1600 S, Orem, UT 84059",3,1.0,960,"$369,900",368775,1125,385.3125,https://www.zillow.com/homedetails/34-E-1600-S-Orem-UT-84059/11957027_zpid/
"222 E 400th St S, Springville, UT 84663",3,2.0,1621,"$475,000",473600,1400,293.0289944478717,https://www.zillow.com/homedetails/222-E-400th-St-S-Springville-UT-84663/2067168930_zpid/
"374 W 800 S, Orem, UT 84058",5,4.0,2982,"$549,000",547300,1700,184.1046277665996,https://www.zillow.com/homedetails/374-W-800-S-Orem-UT-84058/11949582_zpid/
"1148 Farr Ct, Ogden, UT 84401",3,2.0,1708,"$375,000",373100,1900,219.55503512880563,https://www.zillow.com/homedetails/1148-Farr-Ct-Ogden-UT-84401/11964763_zpid/
"2835 Childs Ave, Ogden, UT 84401",2,1.0,728,"$250,000",248000,2000,343.4065934065934,https://www.zillow.com/homedetails/2835-Childs-Ave-Ogden-UT-84401/11966741_zpid/
"966 N 250 W, Centerville, UT 84014",3,2.0,3302,"$524,900",522800,2100,158.9642640823743,https://www.zillow.com/homedetails/966-N-250-W-Centerville-UT-84014/55198071_zpid/
"13789 S Esther Ann Cir, Draper, UT 84020",6,3.0,3781,"$800,000",797900,2100,211.5842369743454,https://www.zillow.com/homedetails/13789-S-Esther-Ann-Cir-Draper-UT-84020/12936374_zpid/
"8364 S Bryce Dr, Sandy, UT 84070",4,3.0,2600,"$480,000",477517,2483,184.6153846153846,https://www.zillow.com/homedetails/8364-S-Bryce-Dr-Sandy-UT-84070/12881854_zpid/
"2301 Kents Canyon Dr #3, Coalville, UT 84017",,,1,"$250,000",247500,2500,250000.0,https://www.zillow.com/homedetails/2301-Kents-Canyon-Dr-3-Coalville-UT-84017/2061482459_zpid/
"1284 W 2050 S, Woods Cross, UT 84087",4,2.0,1749,"$489,900",487126,2774,280.10291595197253,https://www.zillow.com/homedetails/1284-W-2050-S-Woods-Cross-UT-84087/68430923_zpid/
