address,beds,baths,area,price,zestimate,best_deal,price per sq ft,detailUrl
"7020 S 300 E, Midvale, UT 84047",3,3.0,1459,"$399,900",397100,2800,274.09184372858124,https://www.zillow.com/homedetails/7020-S-300-E-Midvale-UT-84047/61169952_zpid/
"915 High Country Dr, Orem, UT 84097",5,3.0,4535,"$949,900",947012,2888,209.45975744211688,https://www.zillow.com/homedetails/915-High-Country-Dr-Orem-UT-84097/11936257_zpid/
"1372 E Baer Canyon Rd, Fruit Heights, UT 84037",4,2.0,2938,"$650,000",647069,2931,221.23893805309734,https://www.zillow.com/homedetails/1372-E-Baer-Canyon-Rd-Fruit-Heights-UT-84037/12697220_zpid/
"433 N 2550 W, West Pt, UT 84015",3,3.0,3362,"$600,000",597000,3000,178.4651992861392,https://www.zillow.com/homedetails/433-N-2550-W-West-Pt-UT-84015/52966805_zpid/
"129 W 870 N, Orem, UT 84057",2,2.0,1194,"$315,900",312900,3000,264.57286432160805,https://www.zillow.com/homedetails/129-W-870-N-Orem-UT-84057/82729284_zpid/
"4994 S Westslope Cir, Salt Lake City, UT 84118",3,2.0,1458,"$350,000",346956,3044,240.05486968449932,https://www.zillow.com/homedetails/4994-S-Westslope-Cir-Salt-Lake-City-UT-84118/12800514_zpid/
"3829 Grandview Dr, Ogden, UT 84403",1,1.0,576,"$190,000",186905,3095,329.8611111111111,https://www.zillow.com/homedetails/3829-Grandview-Dr-Ogden-UT-84403/59987382_zpid/
"515 S 900 E, Provo, UT 84606",3,2.0,1285,"$349,000",345900,3100,271.5953307392996,https://www.zillow.com/homedetails/515-S-900-E-Provo-UT-84606/119289030_zpid/
"1780 N 1300 W, Pleasant Grove, UT 84062",4,3.0,2308,"$550,000",546839,3161,238.30155979202772,https://www.zillow.com/homedetails/1780-N-1300-W-Pleasant-Grove-UT-84062/250518018_zpid/
"1939 W 2700 S, Syracuse, UT 84075",2,1.0,1249,"$350,000",346823,3177,280.22417934347476,https://www.zillow.com/homedetails/1939-W-2700-S-Syracuse-UT-84075/12700861_zpid/
"14342 S Round Rock Dr, Herriman, UT 84096",5,4.0,2920,"$599,999",596813,3186,205.4791095890411,https://www.zillow.com/homedetails/14342-S-Round-Rock-Dr-Herriman-UT-84096/69718228_zpid/
"274 W 250 S, Kaysville, UT 84037",3,1.0,1404,"$379,000",375522,3478,269.9430199430199,https://www.zillow.com/homedetails/274-W-250-S-Kaysville-UT-84037/12680752_zpid/
"9279 S Peacock Dr, Sandy, UT 84093",3,2.0,1479,"$583,000",579493,3507,394.18526031102095,https://www.zillow.com/homedetails/9279-S-Peacock-Dr-Sandy-UT-84093/12909789_zpid/
"630 N 600 W, Provo, UT 84601",3,1.0,1025,"$369,000",365485,3515,360.0,https://www.zillow.com/homedetails/630-N-600-W-Provo-UT-84601/11889439_zpid/
"2853 S 3000 W, Syracuse, UT 84075",4,3.0,3150,"$740,870",737342,3528,235.1968253968254,https://www.zillow.com/homedetails/2853-S-3000-W-Syracuse-UT-84075/12700837_zpid/
"3639 Little Rock Dr, Provo, UT 84604",5,4.0,4507,"$599,900",596313,3587,133.1040603505658,https://www.zillow.com/homedetails/3639-Little-Rock-Dr-Provo-UT-84604/11943791_zpid/
"4340 S 2325 W, Roy, UT 84067",4,2.0,2242,"$389,000",385409,3591,173.50579839429082,https://www.zillow.com/homedetails/4340-S-2325-W-Roy-UT-84067/11981149_zpid/
"1128 S Kays Dr, Kaysville, UT 84037",5,4.0,3926,"$739,000",735300,3700,188.2322975038207,https://www.zillow.com/homedetails/1128-S-Kays-Dr-Kaysville-UT-84037/94677889_zpid/
"1418 S Utahna Dr, Salt Lake City, UT 84104",3,2.0,1752,"$399,900",396100,3800,228.25342465753425,https://www.zillow.com/homedetails/1418-S-Utahna-Dr-Salt-Lake-City-UT-84104/12740867_zpid/
"641 E 7570 S, Midvale, UT 84047",3,2.0,1084,"$434,900",430956,3944,401.19926199261994,https://www.zillow.com/homedetails/641-E-7570-S-Midvale-UT-84047/12880782_zpid/
"2231 E 3980 S, Holladay, UT 84124",4,3.0,3054,"$535,000",530992,4008,175.18009168303863,https://www.zillow.com/homedetails/2231-E-3980-S-Holladay-UT-84124/12794405_zpid/
"702 36th St, Ogden, UT 84403",1,1.0,1104,"$250,000",245953,4047,226.44927536231884,https://www.zillow.com/homedetails/702-36th-St-Ogden-UT-84403/11967943_zpid/
"266 S Hayes Well Ln, Saratoga Springs, UT 84045",5,3.0,3714,"$735,000",730816,4184,197.89983844911146,https://www.zillow.com/homedetails/266-S-Hayes-Well-Ln-Saratoga-Springs-UT-84045/333091685_zpid/
"412 S 700 W, Payson, UT 84651",3,1.0,1360,"$300,000",295800,4200,220.58823529411765,https://www.zillow.com/homedetails/412-S-700-W-Payson-UT-84651/11893032_zpid/
"4953 W 5450 S, Hooper, UT 84315",3,3.0,2244,"$639,900",635698,4202,285.16042780748666,https://www.zillow.com/homedetails/4953-W-5450-S-Hooper-UT-84315/246291961_zpid/
"15 E 300 N, Payson, UT 84651",4,3.0,2795,"$450,000",445700,4300,161.00178890876566,https://www.zillow.com/homedetails/15-E-300-N-Payson-UT-84651/11892437_zpid/
"3444 W 5075 S, Roy, UT 84067",3,2.0,1423,"$375,000",370623,4377,263.5277582572031,https://www.zillow.com/homedetails/3444-W-5075-S-Roy-UT-84067/11992137_zpid/
"14603 S Pebble Rose Dr, Herriman, UT 84096",3,3.0,2028,"$385,000",380611,4389,189.8422090729783,https://www.zillow.com/homedetails/14603-S-Pebble-Rose-Dr-Herriman-UT-84096/72626959_zpid/
"1433 W Pinyon Pines Way, South Jordan, UT 84095",5,3.0,3793,"$685,000",680584,4416,180.59583443184815,https://www.zillow.com/homedetails/1433-W-Pinyon-Pines-Way-South-Jordan-UT-84095/65725172_zpid/
"315 E 4775 S, Ogden, UT 84405",2,1.0,1450,"$285,000",280432,4568,196.55172413793105,https://www.zillow.com/homedetails/315-E-4775-S-Ogden-UT-84405/12020735_zpid/
"351 W 310 N, Orem, UT 84057",4,4.0,1530,"$479,900",475300,4600,313.66013071895424,https://www.zillow.com/homedetails/351-W-310-N-Orem-UT-84057/11944422_zpid/
"4286 S Fowler Ave E, Ogden, UT 84403",3,2.0,2214,"$385,000",380400,4600,173.89340560072267,https://www.zillow.com/homedetails/4286-S-Fowler-Ave-E-Ogden-UT-84403/2071529552_zpid/
"1717 E Garfield Ave, Salt Lake City, UT 84108",4,2.0,1851,"$600,000",595400,4600,324.14910858995137,https://www.zillow.com/homedetails/1717-E-Garfield-Ave-Salt-Lake-City-UT-84108/12768321_zpid/
"545 S 1300 E, Pleasant Grove, UT 84062",4,3.0,2970,"$499,900",495271,4629,168.31649831649833,https://www.zillow.com/homedetails/545-S-1300-E-Pleasant-Grove-UT-84062/11909784_zpid/
"4354 W Burwell Ln, Herriman, UT 84096",4,3.0,2291,"$375,000",370253,4747,163.68398079441292,https://www.zillow.com/homedetails/4354-W-Burwell-Ln-Herriman-UT-84096/331676673_zpid/
"784 N 800 E, Tooele, UT 84074",4,3.0,2014,"$435,000",430219,4781,215.9880834160874,https://www.zillow.com/homedetails/784-N-800-E-Tooele-UT-84074/68862986_zpid/
"707 W 4400 S, Ogden, UT 84405",3,2.0,1357,"$329,900",325118,4782,243.10980103168754,https://www.zillow.com/homedetails/707-W-4400-S-Ogden-UT-84405/11970237_zpid/
"199 S Country Club Dr, Ogden, UT 84405",3,2.0,1440,"$327,900",323100,4800,227.70833333333334,https://www.zillow.com/homedetails/199-S-Country-Club-Dr-Ogden-UT-84405/11970415_zpid/
"320 S 300 W, Lehi, UT 84043",4,2.0,1797,"$455,500",450700,4800,253.47801892042293,https://www.zillow.com/homedetails/320-S-300-W-Lehi-UT-84043/2067156238_zpid/
"430 S 400 W, Mount Pleasant, UT 84647",6,3.0,2690,"$345,000",340168,4832,128.2527881040892,https://www.zillow.com/homedetails/430-S-400-W-Mount-Pleasant-UT-84647/124929352_zpid/
"1027 E Bigelow Ave, Layton, UT 84040",4,3.0,3957,"$634,900",630055,4845,160.44983573414203,https://www.zillow.com/homedetails/1027-E-Bigelow-Ave-Layton-UT-84040/304691891_zpid/
"853 N 400th St W, American Fork, UT 84003",5,3.0,2676,"$514,900",510000,4900,192.41405082212256,https://www.zillow.com/homedetails/853-N-400th-St-W-American-Fork-UT-84003/2061505492_zpid/
"667 W Cahoon St, Ogden, UT 84401",2,1.0,722,"$245,000",240100,4900,339.3351800554017,https://www.zillow.com/homedetails/667-W-Cahoon-St-Ogden-UT-84401/12004390_zpid/
"2469 E 7800 S, Ogden, UT 84405",6,4.0,3465,"$630,000",625000,5000,181.8181818181818,https://www.zillow.com/homedetails/2469-E-7800-S-Ogden-UT-84405/116206931_zpid/
"234 E 100 S APT B7, Salt Lake City, UT 84111",2,1.0,723,"$289,500",284500,5000,400.4149377593361,https://www.zillow.com/homedetails/234-E-100-S-APT-B7-Salt-Lake-City-UT-84111/12755581_zpid/
"10777 S Beach Comber Way, South Jordan, UT 84009",4,4.0,2352,"$659,900",654823,5077,280.56972789115645,https://www.zillow.com/homedetails/10777-S-Beach-Comber-Way-South-Jordan-UT-84009/305067221_zpid/
"1359 N 2325 W, Layton, UT 84041",4,3.0,1688,"$440,000",434823,5177,260.66350710900474,https://www.zillow.com/homedetails/1359-N-2325-W-Layton-UT-84041/35978553_zpid/
"3727 W 5350 S, Roy, UT 84067",4,2.0,1920,"$445,000",439764,5236,231.77083333333334,https://www.zillow.com/homedetails/3727-W-5350-S-Roy-UT-84067/11990219_zpid/
"1001 S Yarrow Dr, Mapleton, UT 84664",4,3.0,3254,"$599,990",594709,5281,184.38537185003074,https://www.zillow.com/homedetails/1001-S-Yarrow-Dr-Mapleton-UT-84664/306582198_zpid/
"12038 S Doves Landing Dr, Riverton, UT 84065",4,3.0,1920,"$549,800",544500,5300,286.3541666666667,https://www.zillow.com/homedetails/12038-S-Doves-Landing-Dr-Riverton-UT-84065/12904406_zpid/
"8106 W Country View Ln, Herriman, UT 84096",4,3.0,3663,"$795,000",789700,5300,217.03521703521704,https://www.zillow.com/homedetails/8106-W-Country-View-Ln-Herriman-UT-84096/12934086_zpid/
"3253 W Caraway Bay, West Jordan, UT 84088",4,3.0,2380,"$479,990",474519,5471,201.6764705882353,https://www.zillow.com/homedetails/3253-W-Caraway-Bay-West-Jordan-UT-84088/12892768_zpid/
"4111 W 9580 S, South Jordan, UT 84009",5,4.0,2886,"$600,000",594500,5500,207.9002079002079,https://www.zillow.com/homedetails/4111-W-9580-S-South-Jordan-UT-84009/12894557_zpid/
"508 E Leona Dr, Ogden, UT 84403",3,2.0,1554,"$350,000",344500,5500,225.22522522522522,https://www.zillow.com/homedetails/508-E-Leona-Dr-Ogden-UT-84403/11968900_zpid/
"3820 W 4900 S, Roy, UT 84067",4,2.0,1920,"$395,000",389468,5532,205.72916666666666,https://www.zillow.com/homedetails/3820-W-4900-S-Roy-UT-84067/11990619_zpid/
"1708 E Blackhawk Dr, Pleasant Grove, UT 84062",5,3.0,2322,"$539,900",534216,5684,232.51507321274764,https://www.zillow.com/homedetails/1708-E-Blackhawk-Dr-Pleasant-Grove-UT-84062/11910207_zpid/
"11911 S Pay Dirt Cir, Herriman, UT 84096",4,3.0,2324,"$535,000",529285,5715,230.2065404475043,https://www.zillow.com/homedetails/11911-S-Pay-Dirt-Cir-Herriman-UT-84096/12904642_zpid/
"5485 W 6600 S, West Jordan, UT 84081",4,2.0,1266,"$429,000",423190,5810,338.86255924170615,https://www.zillow.com/homedetails/5485-W-6600-S-West-Jordan-UT-84081/12806447_zpid/
"6129 W 9600 N, Highland, UT 84003",6,4.0,3168,"$795,000",789136,5864,250.9469696969697,https://www.zillow.com/homedetails/6129-W-9600-N-Highland-UT-84003/11953481_zpid/
"6861 N 2200 W APT 9R, Park City, UT 84098",2,2.0,1014,"$615,000",609128,5872,606.508875739645,https://www.zillow.com/homedetails/6861-N-2200-W-APT-9R-Park-City-UT-84098/68845865_zpid/
"743 E Chambers St, Ogden, UT 84403",4,3.0,2293,"$539,900",534000,5900,235.45573484518098,https://www.zillow.com/homedetails/743-E-Chambers-St-Ogden-UT-84403/11974528_zpid/
"662 N 240 E, Kaysville, UT 84037",5,3.0,2168,"$479,800",473861,5939,221.309963099631,https://www.zillow.com/homedetails/662-N-240-E-Kaysville-UT-84037/12695621_zpid/
"214 W 600 S, Heber, UT 84032",4,2.0,1501,"$579,900",573937,5963,386.34243837441704,https://www.zillow.com/homedetails/214-W-600-S-Heber-UT-84032/245490193_zpid/
"5294 W 4600 S, Hooper, UT 84315",5,3.0,2387,"$459,900",453927,5973,192.66862170087975,https://www.zillow.com/homedetails/5294-W-4600-S-Hooper-UT-84315/62632714_zpid/
"2564 W State Road 32, Peoa, UT 84061",3,3.0,1678,"$627,000",621014,5986,373.6591179976162,https://www.zillow.com/homedetails/2564-W-State-Road-32-Peoa-UT-84061/68847819_zpid/
"14409 S Lapis Dr, Draper, UT 84020",5,3.0,2176,"$625,000",618900,6100,287.2242647058824,https://www.zillow.com/homedetails/14409-S-Lapis-Dr-Draper-UT-84020/12937632_zpid/
"979 E Dry Gulch Cir, Sandy, UT 84094",4,2.0,2040,"$549,999",543853,6146,269.6073529411765,https://www.zillow.com/homedetails/979-E-Dry-Gulch-Cir-Sandy-UT-84094/12925985_zpid/
"275 E 200 S, Manti, UT 84642",4,2.0,2587,"$299,000",292800,6200,115.57788944723617,https://www.zillow.com/homedetails/275-E-200-S-Manti-UT-84642/124930107_zpid/
"1132 E Meadow Way Dr, Layton, UT 84041",4,3.0,1709,"$470,000",463700,6300,275.01462843768286,https://www.zillow.com/homedetails/1132-E-Meadow-Way-Dr-Layton-UT-84041/2069361840_zpid/
"11440 E Mountain Sun Ln, Salt Lake City, UT 84121",4,3.0,2597,"$1,280,000",1273591,6409,492.8763958413554,https://www.zillow.com/homedetails/11440-E-Mountain-Sun-Ln-Salt-Lake-City-UT-84121/305061879_zpid/
"698 S Hoytsville Rd, Coalville, UT 84017",3,2.0,1838,"$649,900",643444,6456,353.59085963003264,https://www.zillow.com/homedetails/698-S-Hoytsville-Rd-Coalville-UT-84017/338073337_zpid/
"2468 S Fargo St, West Valley, UT 84119",5,3.0,2052,"$350,000",343500,6500,170.5653021442495,https://www.zillow.com/homedetails/2468-S-Fargo-St-West-Valley-UT-84119/12742053_zpid/
"120 N 300 E, Moroni, UT 84646",5,3.0,2946,"$459,000",452440,6560,155.80448065173115,https://www.zillow.com/homedetails/120-N-300-E-Moroni-UT-84646/333753424_zpid/
"127 W 1880 N, Orem, UT 84057",4,3.0,2270,"$475,000",468300,6700,209.2511013215859,https://www.zillow.com/homedetails/127-W-1880-N-Orem-UT-84057/11920934_zpid/
"11614 S Alexandria Dr, South Jordan, UT 84009",3,3.0,2562,"$495,000",488296,6704,193.20843091334893,https://www.zillow.com/homedetails/11614-S-Alexandria-Dr-South-Jordan-UT-84009/111680417_zpid/
"5655 W 4200 S, Hooper, UT 84315",4,3.0,3728,"$529,900",523100,6800,142.14055793991417,https://www.zillow.com/homedetails/5655-W-4200-S-Hooper-UT-84315/11980896_zpid/
"1852 Sugar Creek Way, West Jordan, UT 84088",3,3.0,1365,"$400,000",393200,6800,293.040293040293,https://www.zillow.com/homedetails/1852-Sugar-Creek-Way-West-Jordan-UT-84088/2067175912_zpid/
"129 W 100 S, Heber, UT 84032",4,2.0,1900,"$570,000",563100,6900,300.0,https://www.zillow.com/homedetails/129-W-100-S-Heber-UT-84032/245824760_zpid/
"1981 E 5650 S, Ogden, UT 84403",3,2.0,1692,"$449,000",442092,6908,265.3664302600473,https://www.zillow.com/homedetails/1981-E-5650-S-Ogden-UT-84403/11976929_zpid/
"529 27th St, Ogden, UT 84403",2,1.0,1210,"$259,900",252969,6931,214.79338842975207,https://www.zillow.com/homedetails/529-27th-St-Ogden-UT-84403/11960549_zpid/
"908 S 550 E, Clearfield, UT 84015",5,2.0,1392,"$349,900",342900,7000,251.36494252873564,https://www.zillow.com/homedetails/908-S-550-E-Clearfield-UT-84015/79772193_zpid/
"4088 N Foothill Dr, Provo, UT 84604",5,3.0,2985,"$574,900",567878,7022,192.5963149078727,https://www.zillow.com/homedetails/4088-N-Foothill-Dr-Provo-UT-84604/11947200_zpid/
"1505 W 7000 S, West Jordan, UT 84084",6,3.0,2316,"$499,000",491797,7203,215.45768566493956,https://www.zillow.com/homedetails/1505-W-7000-S-West-Jordan-UT-84084/35980672_zpid/
"84 Canejo Ln, Oakley, UT 84055",3,2.0,1089,"$389,900",382500,7400,358.03489439853075,https://www.zillow.com/homedetails/84-Canejo-Ln-Oakley-UT-84055/2061506401_zpid/
"1576 E Trevino Rd, Sandy, UT 84092",6,3.0,3346,"$689,000",681500,7500,205.9175134488942,https://www.zillow.com/homedetails/1576-E-Trevino-Rd-Sandy-UT-84092/12927504_zpid/
"15140 S Auburn Ridge Ln, Draper, UT 84020",4,4.0,2509,"$635,000",627491,7509,253.08888003188522,https://www.zillow.com/homedetails/15140-S-Auburn-Ridge-Ln-Draper-UT-84020/52839391_zpid/
"2038 S 2000 W, Syracuse, UT 84075",2,1.0,1522,"$389,000",381436,7564,255.58475689881735,https://www.zillow.com/homedetails/2038-S-2000-W-Syracuse-UT-84075/68449145_zpid/
"588 W 1450 S, Provo, UT 84601",6,3.0,2476,"$493,000",485415,7585,199.11147011308563,https://www.zillow.com/homedetails/588-W-1450-S-Provo-UT-84601/11935929_zpid/
"3416 S Maple Way, West Valley, UT 84119",4,2.0,1677,"$355,000",347358,7642,211.68753726893263,https://www.zillow.com/homedetails/3416-S-Maple-Way-West-Valley-UT-84119/12744399_zpid/
"3907 Pine Landing Way, West Jordan, UT 84084",3,3.0,1250,"$349,000",341200,7800,279.2,https://www.zillow.com/homedetails/3907-Pine-Landing-Way-West-Jordan-UT-84084/2067883631_zpid/
"2178 E 970 N, Spanish Fork, UT 84660",4,3.0,3928,"$675,000",666755,8245,171.84317718940937,https://www.zillow.com/homedetails/2178-E-970-N-Spanish-Fork-UT-84660/333091952_zpid/
"652 S 50 E, Kaysville, UT 84037",5,4.0,3403,"$649,500",641173,8327,190.8610049955921,https://www.zillow.com/homedetails/652-S-50-E-Kaysville-UT-84037/68431652_zpid/
"253 S 500 E, Heber, UT 84032",4,2.0,2254,"$819,000",810578,8422,363.35403726708074,https://www.zillow.com/homedetails/253-S-500-E-Heber-UT-84032/102730543_zpid/
"38601 W Tabby Access, Tabiona, UT 84072",3,2.0,800,"$269,900",261400,8500,337.375,https://www.zillow.com/homedetails/38601-W-Tabby-Access-Tabiona-UT-84072/248554377_zpid/
"991 E Essex Court Way UNIT 7, Midvale, UT 84047",3,3.0,1720,"$425,000",416500,8500,247.09302325581396,https://www.zillow.com/homedetails/991-E-Essex-Court-Way-UNIT-7-Midvale-UT-84047/12878448_zpid/
"159 W Main St, Moroni, UT 84646",4,1.0,1980,"$325,000",316268,8732,164.14141414141415,https://www.zillow.com/homedetails/159-W-Main-St-Moroni-UT-84646/248555441_zpid/
"1983 N 1450 W, Clinton, UT 84015",5,3.0,2032,"$450,000",441250,8750,221.45669291338584,https://www.zillow.com/homedetails/1983-N-1450-W-Clinton-UT-84015/68446200_zpid/
"1934 E 7090 S, Salt Lake City, UT 84121",4,2.0,1842,"$565,000",556217,8783,306.73181324647123,https://www.zillow.com/homedetails/1934-E-7090-S-Salt-Lake-City-UT-84121/12877757_zpid/
"250 W 1925 N, Layton, UT 84041",6,3.0,2513,"$499,900",491100,8800,198.92558694787107,https://www.zillow.com/homedetails/250-W-1925-N-Layton-UT-84041/12687855_zpid/
"3493 W Newland Loop, Lehi, UT 84043",5,4.0,1912,"$494,000",485106,8894,258.3682008368201,https://www.zillow.com/homedetails/3493-W-Newland-Loop-Lehi-UT-84043/52885678_zpid/
"8675 S Ida Ln E, Sandy, UT 84093",7,3.0,3342,"$599,999",591100,8899,179.5329144225015,https://www.zillow.com/homedetails/8675-S-Ida-Ln-E-Sandy-UT-84093/2061645500_zpid/
"647 S Egli Ct, Salt Lake City, UT 84102",1,1.0,775,"$330,000",320900,9100,425.80645161290323,https://www.zillow.com/homedetails/647-S-Egli-Ct-Salt-Lake-City-UT-84102/12754356_zpid/
"65 E 100 S, Mona, UT 84645",3,2.0,1966,"$570,000",560800,9200,289.92878942014244,https://www.zillow.com/homedetails/65-E-100-S-Mona-UT-84645/114682891_zpid/
"1159 N 1170 W, Clinton, UT 84015",4,3.0,3379,"$490,000",480687,9313,145.01331754957087,https://www.zillow.com/homedetails/1159-N-1170-W-Clinton-UT-84015/68444617_zpid/
"1729 N Aspen Cir, Saratoga Springs, UT 84045",4,3.0,2905,"$662,500",653129,9371,228.0550774526678,https://www.zillow.com/homedetails/1729-N-Aspen-Cir-Saratoga-Springs-UT-84045/116554893_zpid/
"4385 S 3500 W, Ogden, UT 84401",4,3.0,3413,"$725,000",715584,9416,212.42308819220628,https://www.zillow.com/homedetails/4385-S-3500-W-Ogden-UT-84401/11984556_zpid/
"4072 W Hayes Cir, Cedar Hills, UT 84062",7,3.0,3330,"$579,000",569508,9492,173.87387387387386,https://www.zillow.com/homedetails/4072-W-Hayes-Cir-Cedar-Hills-UT-84062/65196943_zpid/
"6690 W 5100 S, Hooper, UT 84315",4,2.0,1600,"$547,000",537486,9514,341.875,https://www.zillow.com/homedetails/6690-W-5100-S-Hooper-UT-84315/11992410_zpid/
"463 W River Side Ln, Spanish Fork, UT 84660",8,4.0,4293,"$799,000",789411,9589,186.1169345446075,https://www.zillow.com/homedetails/463-W-River-Side-Ln-Spanish-Fork-UT-84660/65211328_zpid/
"3420 Baker Dr, Ogden, UT 84403",3,2.0,2307,"$575,000",565400,9600,249.2414390983962,https://www.zillow.com/homedetails/3420-Baker-Dr-Ogden-UT-84403/11966846_zpid/
"1165 W Brandonwood Dr, Murray, UT 84123",3,2.0,1588,"$459,950",450276,9674,289.6410579345088,https://www.zillow.com/homedetails/1165-W-Brandonwood-Dr-Murray-UT-84123/12825985_zpid/
"873 S Sunflower Ln, Mapleton, UT 84664",5,3.0,3863,"$684,500",674817,9683,177.19389075847786,https://www.zillow.com/homedetails/873-S-Sunflower-Ln-Mapleton-UT-84664/309896137_zpid/
"4586 W 5800 S, Hooper, UT 84315",4,2.0,3173,"$569,900",560003,9897,179.6092026473369,https://www.zillow.com/homedetails/4586-W-5800-S-Hooper-UT-84315/246291960_zpid/
"13451 S 1300 E, Draper, UT 84020",3,2.0,1454,"$699,999",690100,9899,481.42984869326,https://www.zillow.com/homedetails/13451-S-1300-E-Draper-UT-84020/12936272_zpid/
"2504 E Wilmington Ave, Salt Lake City, UT 84109",4,2.0,1900,"$650,000",640100,9900,342.10526315789474,https://www.zillow.com/homedetails/2504-E-Wilmington-Ave-Salt-Lake-City-UT-84109/12778956_zpid/
"1199 E Colima Dr, Sandy, UT 84094",5,3.0,2542,"$549,950",540031,9919,216.345397324941,https://www.zillow.com/homedetails/1199-E-Colima-Dr-Sandy-UT-84094/12925759_zpid/
"215 E 200 S, Nephi, UT 84648",5,2.0,2383,"$429,000",419074,9926,180.0251783466219,https://www.zillow.com/homedetails/215-E-200-S-Nephi-UT-84648/114682788_zpid/
"250 E Winslow Ave APT 4B, South Salt Lake, UT 84115",2,2.0,1084,"$299,999",290000,9999,276.7518450184502,https://www.zillow.com/homedetails/250-E-Winslow-Ave-APT-4B-South-Salt-Lake-UT-84115/12788635_zpid/
"2123 S Jackson Ave E, Ogden, UT 84401",5,2.0,1612,"$374,900",364900,10000,232.5682382133995,https://www.zillow.com/homedetails/2123-S-Jackson-Ave-E-Ogden-UT-84401/2071458360_zpid/
"11844 S Ballot Rd, Draper, UT 84020",3,2.0,1369,"$460,000",450000,10000,336.01168736303873,https://www.zillow.com/homedetails/11844-S-Ballot-Rd-Draper-UT-84020/12901627_zpid/
"991 Grove Creek Dr, Pleasant Grove, UT 84062",5,4.0,4264,"$675,000",665000,10000,158.30206378986867,https://www.zillow.com/homedetails/991-Grove-Creek-Dr-Pleasant-Grove-UT-84062/11897575_zpid/
"11622 S Jordan Farms Rd, South Jordan, UT 84095",4,4.0,3614,"$834,000",823978,10022,230.76923076923077,https://www.zillow.com/homedetails/11622-S-Jordan-Farms-Rd-South-Jordan-UT-84095/145110995_zpid/
"760 W 1700 N, Centerville, UT 84014",3,2.0,1750,"$465,000",454891,10109,265.7142857142857,https://www.zillow.com/homedetails/760-W-1700-N-Centerville-UT-84014/12663249_zpid/
"10642 S Topview Rd, South Jordan, UT 84009",3,4.0,2268,"$450,000",439875,10125,198.4126984126984,https://www.zillow.com/homedetails/10642-S-Topview-Rd-South-Jordan-UT-84009/89422534_zpid/
"1519 W Granite Dr, Layton, UT 84041",4,3.0,2014,"$524,900",514694,10206,260.6256206554121,https://www.zillow.com/homedetails/1519-W-Granite-Dr-Layton-UT-84041/68434426_zpid/
"11762 S Pale Moon Ln, South Jordan, UT 84009",3,2.0,2646,"$515,000",504595,10405,194.6334089191232,https://www.zillow.com/homedetails/11762-S-Pale-Moon-Ln-South-Jordan-UT-84009/72626939_zpid/
"7692 N Red Oak Rd, Eagle Mountain, UT 84005",3,2.0,3180,"$550,000",539500,10500,172.9559748427673,https://www.zillow.com/homedetails/7692-N-Red-Oak-Rd-Eagle-Mountain-UT-84005/104443391_zpid/
"269 E 5300 S, Murray, UT 84107",3,2.0,2138,"$475,000",464403,10597,222.17025257249767,https://www.zillow.com/homedetails/269-E-5300-S-Murray-UT-84107/12856852_zpid/
"617 W 1475 N, Orem, UT 84057",6,4.0,4412,"$774,900",764300,10600,175.63463281958295,https://www.zillow.com/homedetails/617-W-1475-N-Orem-UT-84057/63225787_zpid/
"826 W Churchhill Downs Dr S, Kaysville, UT 84037",4,3.0,2076,"$574,000",563300,10700,276.4932562620424,https://www.zillow.com/homedetails/826-W-Churchhill-Downs-Dr-S-Kaysville-UT-84037/2072178825_zpid/
"3463 S 50 E, Bountiful, UT 84010",4,3.0,3122,"$850,000",839200,10800,272.26137091607944,https://www.zillow.com/homedetails/3463-S-50-E-Bountiful-UT-84010/12657803_zpid/
"139 S 200 W, Henefer, UT 84033",3,3.0,1638,"$575,000",564047,10953,351.03785103785106,https://www.zillow.com/homedetails/139-S-200-W-Henefer-UT-84033/248093181_zpid/
"4402 N Chestnut Oak Dr, Lehi, UT 84043",5,3.0,2528,"$600,000",588990,11010,237.34177215189874,https://www.zillow.com/homedetails/4402-N-Chestnut-Oak-Dr-Lehi-UT-84043/68834892_zpid/
"10957 S Gresham Dr, South Jordan, UT 84009",3,3.0,2080,"$530,000",518853,11147,254.80769230769232,https://www.zillow.com/homedetails/10957-S-Gresham-Dr-South-Jordan-UT-84009/333166071_zpid/
"2147 E Meadow Lark Way, Sandy, UT 84093",5,3.0,1988,"$629,900",618710,11190,316.85110663983903,https://www.zillow.com/homedetails/2147-E-Meadow-Lark-Way-Sandy-UT-84093/12908397_zpid/
"54 E 8920 S, Sandy, UT 84070",5,4.0,2470,"$649,000",637713,11287,262.753036437247,https://www.zillow.com/homedetails/54-E-8920-S-Sandy-UT-84070/12912602_zpid/
"4443 S Cherry Hollow Cir, West Valley, UT 84120",4,2.0,1754,"$429,900",418600,11300,245.096921322691,https://www.zillow.com/homedetails/4443-S-Cherry-Hollow-Cir-West-Valley-UT-84120/12798756_zpid/
"818 W Erda Way, Erda, UT 84074",5,3.0,3774,"$735,000",723692,11308,194.7535771065183,https://www.zillow.com/homedetails/818-W-Erda-Way-Erda-UT-84074/68858319_zpid/
"162 W Carrick Dr, South Salt Lake, UT 84115",3,2.0,1260,"$380,000",368600,11400,301.58730158730157,https://www.zillow.com/homedetails/162-W-Carrick-Dr-South-Salt-Lake-UT-84115/89417862_zpid/
